Gene	experiment	X18MM1
ECs3497	X18LL1	54
ECs3498	X18LL1	2186
ECs3499	X18LL1	310
ECs3500	X18LL1	844
ECs3501	X18LL1	127
ECs3502	X18LL1	98
ECs3503	X18LL1	48
ECs3504	X18LL1	16
ECs3505	X18LL1	843
ECs3506	X18LL1	191
ECs3507	X18LL1	491
ECs3508	X18LL1	25
ECs3509	X18LL1	21
ECs3510	X18LL1	98
ECs3511	X18LL1	50
ECs3512	X18LL1	22
ECs3513	X18LL1	14
ECs3514	X18LL1	531
ECs3515	X18LL1	853
ECs3516	X18LL1	69
ECs3517	X18LL1	46
ileY	X18LL1	13
ECs3518	X18LL1	53
ECs3519	X18LL1	36
ECs3520	X18LL1	83
ECs3521	X18LL1	68
ECs3522	X18LL1	230
ECs3523	X18LL1	189
ECs3524	X18LL1	345
ECs3525	X18LL1	1028
ECs3526	X18LL1	289
ECs3527	X18LL1	118
ECs3528	X18LL1	192
ECs3529	X18LL1	726
ECs3530	X18LL1	487
ECs3531	X18LL1	3741
ECs3532	X18LL1	766
ECs3533	X18LL1	232
ECs3534	X18LL1	441
ECs3535	X18LL1	452
ECs3536	X18LL1	60
ECs3537	X18LL1	26
ECs3538	X18LL1	420
ECs3539	X18LL1	155
ECs3540	X18LL1	3853
ECs3541	X18LL1	1274
ECs3542	X18LL1	2013
ECs3543	X18LL1	934
ECs3544	X18LL1	2372
ECs3545	X18LL1	495
ECs3546	X18LL1	41630
ECs3547	X18LL1	15399
ECs3548	X18LL1	13569
ECs3549	X18LL1	6884
ECs3550	X18LL1	20291
ECs3551	X18LL1	4212
ECs3552	X18LL1	5571
argQ	X18LL1	4293
argZ	X18LL1	7648
argY	X18LL1	11422
argV	X18LL1	9412
serV	X18LL1	13063
ECs3553	X18LL1	14094
ECs3554	X18LL1	69796
ECs3555	X18LL1	1809
ECs3556	X18LL1	26738
ECs3557	X18LL1	947
ECs3558	X18LL1	1776
ECs3559	X18LL1	112
ECs3560	X18LL1	44
ECs3561	X18LL1	223
ECs3562	X18LL1	50
ECs3563	X18LL1	996
ECs3564	X18LL1	639
ECs3565	X18LL1	1377
ECs3566	X18LL1	97
ECs3567	X18LL1	311
ECs3568	X18LL1	866
ECs3569	X18LL1	137
ECs3570	X18LL1	624
ECs3571	X18LL1	175
ECs3572	X18LL1	362
ECs3573	X18LL1	436
ECs3574	X18LL1	67
ECs3575	X18LL1	76
ECs3576	X18LL1	62
ECs3577	X18LL1	101
ECs3578	X18LL1	16
ECs3579	X18LL1	68
ECs3580	X18LL1	18
ECs3581	X18LL1	26
ECs3582	X18LL1	69
ECs3583	X18LL1	257
ECs3584	X18LL1	35
ECs3585	X18LL1	305
ECs3586	X18LL1	311
ECs3587	X18LL1	760
ECs3588	X18LL1	402
ECs3589	X18LL1	4535
ECs3590	X18LL1	83
ECs3591	X18LL1	32
ECs3592	X18LL1	302
ECs3593	X18LL1	27
ECs3594	X18LL1	1901
ECs3595	X18LL1	20173
ECs3596	X18LL1	7249
ECs3597	X18LL1	2413
ECs3598	X18LL1	2276
ECs3599	X18LL1	4698
ECs3600	X18LL1	1554
ECs3601	X18LL1	2951
ECs3602	X18LL1	3119
ECs3603	X18LL1	1150
ECs3604	X18LL1	134
ECs3605	X18LL1	602
ECs3606	X18LL1	245
ECs3607	X18LL1	2202
ECs3608	X18LL1	446
ECs3609	X18LL1	497
ECs3610	X18LL1	271
ECs3611	X18LL1	169
ECs3612	X18LL1	192
ECs3613	X18LL1	87
ECs3614	X18LL1	321
ECs3615	X18LL1	508
ECs3616	X18LL1	38
ECs3617	X18LL1	330
ECs3618	X18LL1	454
ECs3619	X18LL1	308
ECs3620	X18LL1	6284
ECs3621	X18LL1	2386
ECs3622	X18LL1	107
ECs3623	X18LL1	310
ECs3624	X18LL1	150
ECs3625	X18LL1	171
ECs3626	X18LL1	54
ECs3627	X18LL1	19
ECs3628	X18LL1	82
ECs3629	X18LL1	112
ECs3630	X18LL1	16
ECs3631	X18LL1	71
ECs3632	X18LL1	99
ECs3633	X18LL1	6618
ECs3634	X18LL1	16
ECs3635	X18LL1	41
ECs3636	X18LL1	11
ECs3637	X18LL1	210
ECs3638	X18LL1	1523
ECs3639	X18LL1	110711
ECs3640	X18LL1	66530
ECs3641	X18LL1	2049
ECs3642	X18LL1	786
ECs3643	X18LL1	893
ECs3644	X18LL1	12244
ECs3645	X18LL1	2211
ECs3646	X18LL1	5706
ECs3647	X18LL1	336
ECs3648	X18LL1	144
ECs3649	X18LL1	234
ECs3650	X18LL1	1859
ECs3651	X18LL1	2946
ECs3652	X18LL1	1222
csrB	X18LL1	34489
ECs3653	X18LL1	2884
ECs3654	X18LL1	4161
ECs3655	X18LL1	3109
ECs3656	X18LL1	2272
ECs3657	X18LL1	874
ECs3658	X18LL1	599
ECs3659	X18LL1	352
ECs3660	X18LL1	80
ECs3661	X18LL1	101
ECs3662	X18LL1	425
ECs3663	X18LL1	224
ECs3664	X18LL1	440
ECs3665	X18LL1	774
ECs3666	X18LL1	6118
ECs3667	X18LL1	1582
ECs3668	X18LL1	4023
gcvB	X18LL1	273883
ECs3669	X18LL1	2668
ECs3670	X18LL1	6740
ECs3671	X18LL1	1698
ECs3672	X18LL1	5994
ECs3673	X18LL1	7548
metZ	X18LL1	2525
metW	X18LL1	6824
metV	X18LL1	1767
ECs3674	X18LL1	7277
ECs3675	X18LL1	1659
ECs3676	X18LL1	8446
ECs3677	X18LL1	27562
ECs3678	X18LL1	14917
ECs3679	X18LL1	7764
ECs3680	X18LL1	254
ECs3681	X18LL1	296
ECs3682	X18LL1	759
ECs3683	X18LL1	388
ECs3684	X18LL1	11209
ECs3685	X18LL1	11230
ECs3686	X18LL1	7640
ECs3687	X18LL1	5306
ECs3688	X18LL1	706
ECs3689	X18LL1	2294
ECs3690	X18LL1	695
ECs3691	X18LL1	3481
ECs3692	X18LL1	2572
ECs3693	X18LL1	6398
ECs3694	X18LL1	2073
ECs3695	X18LL1	964
ECs3696	X18LL1	656
ECs3697	X18LL1	881
ECs3698	X18LL1	2163
ECs3699	X18LL1	308
ECs3700	X18LL1	789
ECs3701	X18LL1	1260
ECs3702	X18LL1	9057
ECs3703	X18LL1	92
ECs3704	X18LL1	654
ECs3705	X18LL1	98
ECs3706	X18LL1	63
ECs3707	X18LL1	36
ECs3708	X18LL1	51
ECs3709	X18LL1	186
ECs3710	X18LL1	25
ECs3711	X18LL1	15
ECs3712	X18LL1	95
ECs3713	X18LL1	16
ECs3714	X18LL1	5
ECs3715	X18LL1	11
ECs3716	X18LL1	50
ECs3717	X18LL1	35
ECs3718	X18LL1	18
ECs3719	X18LL1	58
ECs3720	X18LL1	38
ECs3721	X18LL1	95
ECs3722	X18LL1	11
ECs3723	X18LL1	27
ECs3724	X18LL1	12
ECs3725	X18LL1	31
ECs3726	X18LL1	39
ECs3727	X18LL1	16
ECs3728	X18LL1	8
ECs3729	X18LL1	23
ECs3730	X18LL1	106
ECs3731	X18LL1	138
ECs3732	X18LL1	72
ECs3733	X18LL1	101
ECs3734	X18LL1	62
ECs3735	X18LL1	18
ECs3736	X18LL1	175
ECs3737	X18LL1	162
glyU	X18LL1	150
ECs3738	X18LL1	4472
ECs3739	X18LL1	553
ECs3740	X18LL1	94
ECs3741	X18LL1	97
ECs3742	X18LL1	611
ECs3743	X18LL1	96
ECs3744	X18LL1	332
ECs3745	X18LL1	129
ECs3746	X18LL1	225
ECs3747	X18LL1	214
ECs3748	X18LL1	285
ECs3749	X18LL1	37
ECs3750	X18LL1	70
ECs3751	X18LL1	267
ECs3752	X18LL1	86
ECs3753	X18LL1	129
ECs3754	X18LL1	1054
ECs3755	X18LL1	228
ECs3756	X18LL1	296
ECs3757	X18LL1	347
ECs3758	X18LL1	165
ECs3759	X18LL1	319
ECs3760	X18LL1	138
ECs3761	X18LL1	1015
ECs3762	X18LL1	58791
ECs3763;ID=biopygen1	X18LL1	0
Parent=biopygen1	X18LL1	0
ECs3764	X18LL1	10500
ECs3765	X18LL1	5988
ECs3766	X18LL1	6037
ECs3767	X18LL1	7304
ECs3768	X18LL1	3921
ECs3769	X18LL1	3086
ECs3770	X18LL1	2926
ECs3771	X18LL1	1750
ECs3772	X18LL1	996
ECs3773	X18LL1	2036
ECs3774	X18LL1	3855
ECs3775	X18LL1	936
ECs3776	X18LL1	3128
ECs3777	X18LL1	4168
ECs3778	X18LL1	3371
ECs3779	X18LL1	11280
ECs3780	X18LL1	7521
ECs3781	X18LL1	13135
ssrS	X18LL1	8483
ECs3782	X18LL1	5122
ECs3783	X18LL1	769
ECs3784	X18LL1	2544
ECs3785	X18LL1	3662
ECs3786	X18LL1	2124
ECs3787	X18LL1	996
ECs3788	X18LL1	187
ECs3789	X18LL1	199
ECs3790	X18LL1	464
ECs3791	X18LL1	44
ECs3792	X18LL1	277
ECs3793	X18LL1	2207
ECs3794	X18LL1	1152
ECs3795	X18LL1	13089
ECs3796	X18LL1	38619
ECs3797	X18LL1	23086
ECs3798	X18LL1	11343
ECs3799	X18LL1	25
ECs3800	X18LL1	44
ECs3801	X18LL1	56
ECs3802	X18LL1	87
ECs3803	X18LL1	256
ECs3804	X18LL1	890
ECs3805	X18LL1	915
ECs3806	X18LL1	77
ECs3807	X18LL1	119
ECs3808	X18LL1	101
ECs3809	X18LL1	13
ECs3810	X18LL1	15556
ECs3811	X18LL1	2084
ECs3812	X18LL1	10491
ECs3813	X18LL1	246
ECs3814	X18LL1	25493
ECs3815	X18LL1	1894
ECs3816	X18LL1	6144
ECs3817	X18LL1	162
ECs3818	X18LL1	8349
ECs3819	X18LL1	641
ECs3820	X18LL1	1038
ECs3821	X18LL1	798
ECs3822	X18LL1	3113
ECs3823	X18LL1	4584
ECs3824	X18LL1	7373
ECs3825	X18LL1	3563
ECs3827	X18LL1	723
ECs3826	X18LL1	3627
ECs3828	X18LL1	4622
ECs3829	X18LL1	1536
ECs3830	X18LL1	3160
ECs3831	X18LL1	7372
ECs3832	X18LL1	371
ECs3833	X18LL1	1346
ECs3834	X18LL1	1231
ECs3835	X18LL1	2950
ECs3836	X18LL1	4642
ECs3837	X18LL1	3957
ECs3838	X18LL1	1493
ECs3839	X18LL1	2880
ECs3840	X18LL1	1092
ECs3841	X18LL1	4238
ECs3842	X18LL1	323
pheV	X18LL1	439
ECs3843	X18LL1	3100
ECs3844	X18LL1	894
ECs3845	X18LL1	86
ECs3846	X18LL1	296
ECs3847	X18LL1	153
ECs3848	X18LL1	1534
ECs3849	X18LL1	745
ECs3850	X18LL1	28
ECs3851	X18LL1	5
ECs3852	X18LL1	61
ECs3853	X18LL1	292
ECs3854	X18LL1	177
ECs3855	X18LL1	306
ECs3856	X18LL1	35
ECs3857	X18LL1	249
ECs3858	X18LL1	139
ECs3859	X18LL1	171
ECs3860	X18LL1	222
ECs3861	X18LL1	73
ECs3862	X18LL1	2717
ECs3863	X18LL1	588
ECs3864	X18LL1	91
ECs3865	X18LL1	112
ECs3866	X18LL1	927
ECs3867	X18LL1	110
ECs3868	X18LL1	116
ECs3869	X18LL1	789
ECs3870	X18LL1	114
ECs3871	X18LL1	698
ECs3872	X18LL1	1242
ECs3873	X18LL1	4833
ECs3874	X18LL1	2900
ECs3875	X18LL1	269
ECs3876	X18LL1	92
ECs3877	X18LL1	622
ECs3878	X18LL1	725
ECs3879	X18LL1	749
ECs3880	X18LL1	174
ECs3881	X18LL1	168
ECs3882	X18LL1	357
ECs3883	X18LL1	49
ECs3884	X18LL1	247
ECs3885	X18LL1	1030
ECs3886	X18LL1	6241
ECs3887	X18LL1	204
ECs3888	X18LL1	96
ECs3889	X18LL1	280
ECs3890	X18LL1	1168
ECs3891	X18LL1	71
ECs3892	X18LL1	987
ECs3893	X18LL1	3305
ECs3895	X18LL1	442
ECs3894	X18LL1	515
ECs3896	X18LL1	338
ECs3897	X18LL1	27
ECs3898	X18LL1	439
ECs3899	X18LL1	929
ECs3900	X18LL1	45914
ECs3901	X18LL1	8048
ECs3902	X18LL1	3681
ECs3903	X18LL1	17024
ECs3904	X18LL1	682
ECs3905	X18LL1	126
ECs3906	X18LL1	221
ECs3907	X18LL1	350
ECs3908	X18LL1	176
ECs3909	X18LL1	487
ECs3910	X18LL1	1185
ECs3911	X18LL1	2776
ECs3912	X18LL1	1019
ECs3913	X18LL1	422
ECs3914	X18LL1	509
ECs3915	X18LL1	222
ECs3916	X18LL1	337
ECs3917	X18LL1	947
ECs3918	X18LL1	18452
ECs3919	X18LL1	3806
ECs3920	X18LL1	5583
ECs3921	X18LL1	2135
ECs3922	X18LL1	2386
ECs3923	X18LL1	25021
ECs3924	X18LL1	74
ECs3925	X18LL1	2516
ECs3926	X18LL1	8394
ECs3927	X18LL1	812
ECs3928	X18LL1	3986
ECs3929	X18LL1	10271
ECs3930	X18LL1	3961
ECs3931	X18LL1	421
ECs3932	X18LL1	705
ECs3933	X18LL1	1087
ECs3934	X18LL1	1697
ECs3935	X18LL1	3279
ECs3936	X18LL1	1278
ECs3937	X18LL1	530
ECs3938	X18LL1	5949
ECs3939	X18LL1	7080
ECs3940	X18LL1	3402
ECs3941	X18LL1	408
ECs3942	X18LL1	3565
ECs3943	X18LL1	349
ECs3944	X18LL1	53
ECs3945	X18LL1	43
ECs3946	X18LL1	1298
ECs3947	X18LL1	6160
ECs3948	X18LL1	127242
ECs3949	X18LL1	68174
ECs3950	X18LL1	84938
ECs3951	X18LL1	1345
ileX	X18LL1	47
ECs3952	X18LL1	414
ECs3953	X18LL1	329
ECs3954	X18LL1	638
ECs3955	X18LL1	2957
ECs3956	X18LL1	39
ECs3957	X18LL1	1626
ECs3958	X18LL1	480
ECs3959	X18LL1	30
ECs3960	X18LL1	86
ECs3961	X18LL1	107
ECs3962	X18LL1	433
ECs3963	X18LL1	171
ECs3964	X18LL1	564
ECs3965	X18LL1	652
ECs3966	X18LL1	11055
ECs3967	X18LL1	472
ECs3968	X18LL1	277
ECs3969	X18LL1	1231
ECs3970	X18LL1	648
ECs3971	X18LL1	1880
ECs3972	X18LL1	325
ECs3973	X18LL1	889
ECs3974	X18LL1	883
ECs3975	X18LL1	1041
ECs3976	X18LL1	4186
ECs3977	X18LL1	1278
ECs3978	X18LL1	595
ECs3979	X18LL1	2360
ECs3980	X18LL1	921
ECs3981	X18LL1	1241
ECs3982	X18LL1	674
ECs3983	X18LL1	312
ECs3984	X18LL1	575
ECs3985	X18LL1	88
ECs3986	X18LL1	42
ECs3987	X18LL1	479
ECs3988	X18LL1	118
ECs3989	X18LL1	316
ECs3990	X18LL1	584
ECs3991	X18LL1	615
ECs3992	X18LL1	135
ECs3993	X18LL1	83
ECs3994	X18LL1	139
ECs3995	X18LL1	59
ECs3996	X18LL1	231
ECs3997	X18LL1	69
ECs3998	X18LL1	39
ECs3999	X18LL1	9
ECs4000	X18LL1	62
ECs4001	X18LL1	84
rnpB	X18LL1	253006
ECs4002	X18LL1	375
ECs4003	X18LL1	152
ECs4004	X18LL1	45
ECs4005	X18LL1	72
ECs4006	X18LL1	210
ECs4007	X18LL1	703
ECs4008	X18LL1	1087
ECs4009	X18LL1	1542
ECs4010	X18LL1	157
ECs4011	X18LL1	23
ECs4012	X18LL1	19
ECs4013	X18LL1	54
ECs4014	X18LL1	51
ECs4015	X18LL1	126
ECs4016	X18LL1	186
ECs4017	X18LL1	141
ECs4018	X18LL1	46
ECs4019	X18LL1	198
ECs4020	X18LL1	990
ECs4021	X18LL1	81
ECs4022	X18LL1	1722
ECs4023	X18LL1	314
ECs4024	X18LL1	659
ECs4025	X18LL1	1401
ECs4026	X18LL1	1041
ECs4027	X18LL1	2781
ECs4028	X18LL1	8338
ECs4029	X18LL1	460
ECs4030	X18LL1	4508
ECs4031	X18LL1	5122
ECs4032	X18LL1	5119
ECs4033	X18LL1	195
ECs4034	X18LL1	321
ECs4035	X18LL1	632
ECs4036	X18LL1	344
ECs4037	X18LL1	1101
ECs4038	X18LL1	2442
ECs4039	X18LL1	218
ECs4040	X18LL1	573
ECs4041	X18LL1	1066
ECs4042	X18LL1	4255
ECs4043	X18LL1	285350
ECs4044	X18LL1	216337
ECs4045	X18LL1	244599
ECs4046	X18LL1	170678
ECs4047	X18LL1	34667
ECs4048	X18LL1	12678
ECs4049	X18LL1	191278
ECs4050	X18LL1	87360
ECs4051	X18LL1	32838
metY	X18LL1	10842
ECs4052	X18LL1	1331
ECs4053	X18LL1	779
leuU	X18LL1	2463
ECs4054	X18LL1	78736
ECs4055	X18LL1	8766
ECs4056	X18LL1	2713
ECs4057	X18LL1	113711
ECs4058	X18LL1	26173
ECs4059	X18LL1	27885
ECs4060	X18LL1	9644
ECs4061	X18LL1	4843
ECs4062	X18LL1	27722
ECs4063	X18LL1	28286
ECs4064	X18LL1	119959
ECs4065	X18LL1	179883
ECs4066	X18LL1	9164
ECs4067	X18LL1	853
ECs4068	X18LL1	21866
ECs4069	X18LL1	3380
ECs4070	X18LL1	2838
ECs4071	X18LL1	5407
ECs4072	X18LL1	4104
ECs4073	X18LL1	5649
ECs4074	X18LL1	8219
ECs4075	X18LL1	2043
ECs4076	X18LL1	4341
ECs4077	X18LL1	3374
ECs4078	X18LL1	4097
ECs4079	X18LL1	5425
ECs4080	X18LL1	5652
ECs4081	X18LL1	12738
ECs4082	X18LL1	3493
ECs4083	X18LL1	4104
ECs4084	X18LL1	4898
ECs4085	X18LL1	473
ECs4086	X18LL1	11026
ECs4087	X18LL1	1631
ECs4088	X18LL1	1403
ECs4089	X18LL1	7830
ECs4090	X18LL1	181
ECs4091	X18LL1	4115
ECs4092	X18LL1	1612
ECs4093	X18LL1	357
ECs4094	X18LL1	215
ECs4095	X18LL1	178
ECs4096	X18LL1	88
ECs4097	X18LL1	334
ECs4098	X18LL1	139
ECs4099	X18LL1	3269
ECs4100	X18LL1	540
ECs4101	X18LL1	11529
ECs4102	X18LL1	37867
ECs4103	X18LL1	302596
ECs4104	X18LL1	376230
ECs4105	X18LL1	3988
ECs4106	X18LL1	5267
ECs4107	X18LL1	1809
ECs4108	X18LL1	3455
ECs4109	X18LL1	8339
ECs4110	X18LL1	4787
ECs4111	X18LL1	19355
ECs4112	X18LL1	460
ECs4113	X18LL1	7595
ECs4114	X18LL1	3134
ECs4115	X18LL1	783
ECs4116	X18LL1	2555
ECs4117	X18LL1	7296
ECs4118	X18LL1	7608
ECs4119	X18LL1	11582
ECs4120	X18LL1	2103
ECs4121	X18LL1	3673
ECs4122	X18LL1	13087
ECs4123	X18LL1	26524
ECs4124	X18LL1	5865
ECs4125	X18LL1	648
ECs4126	X18LL1	108
ECs4127	X18LL1	26218
ECs4128	X18LL1	42209
ECs4129	X18LL1	1160
ECs4130	X18LL1	6194
ECs4131	X18LL1	8131
ECs4132	X18LL1	369494
ECs4133	X18LL1	103405
ECs4134	X18LL1	3737
ECs4135	X18LL1	96
ECs4136	X18LL1	128
ECs4137	X18LL1	272
ECs4138	X18LL1	1287
ECs4139	X18LL1	1572
ECs4140	X18LL1	1864
ECs4141	X18LL1	684
ECs4142	X18LL1	896
ECs4143	X18LL1	1083
ECs4144	X18LL1	1534
rrfF	X18LL1	20
thrV	X18LL1	1
rrfD	X18LL1	21
rrlD	X18LL1	12495
alaU	X18LL1	1700
ileU	X18LL1	2687
rrsD	X18LL1	5646
ECs4145	X18LL1	3368
ECs4146	X18LL1	570
ECs4147	X18LL1	2000
ECs4148	X18LL1	1465
ECs4149	X18LL1	1116
ECs4150	X18LL1	2878
ECs4151	X18LL1	639
ECs4152	X18LL1	10794
ECs4153	X18LL1	17428
ECs4154	X18LL1	10332
ECs4155	X18LL1	6738
ECs4156	X18LL1	3209
ECs4157	X18LL1	1678
ECs4158	X18LL1	2543
ECs4159	X18LL1	251548
ECs4160	X18LL1	1067679
ECs4161	X18LL1	628977
ECs4162	X18LL1	357993
ECs4163	X18LL1	398467
ECs4164	X18LL1	158846
ECs4165	X18LL1	1019499
ECs4166	X18LL1	339429
ECs4167	X18LL1	72669
ECs4168	X18LL1	337093
ECs4169	X18LL1	167915
ECs4170	X18LL1	342901
ECs4171	X18LL1	248421
ECs4172	X18LL1	280180
ECs4173	X18LL1	540788
ECs4174	X18LL1	243543
ECs4175	X18LL1	368005
ECs4176	X18LL1	220175
ECs4177	X18LL1	104259
ECs4178	X18LL1	298267
ECs4179	X18LL1	522829
ECs4180	X18LL1	318910
ECs4181	X18LL1	186605
ECs4182	X18LL1	651983
ECs4183	X18LL1	266235
ECs4184	X18LL1	507067
ECs4185	X18LL1	743890
ECs4186	X18LL1	268105
ECs4187	X18LL1	35274
ECs4188	X18LL1	276
ECs4189	X18LL1	3046
ECs4190	X18LL1	530006
ECs4191	X18LL1	1202257
ECs4192	X18LL1	294898
ECs4193	X18LL1	256156
ECs4194	X18LL1	1970
ECs4195	X18LL1	839
ECs4196	X18LL1	1720
ECs4197	X18LL1	4985
ECs4198	X18LL1	40150
ECs4199	X18LL1	2440
ECs4200	X18LL1	30243
ECs4201	X18LL1	962
ECs4202	X18LL1	334
ECs4203	X18LL1	9203
ECs4204	X18LL1	2777
ECs4205	X18LL1	625
ECs4206	X18LL1	2000
ECs4207	X18LL1	1265
ECs4208	X18LL1	4711
ECs4209	X18LL1	1492
ECs4210	X18LL1	740
ECs4211	X18LL1	582
ECs4212	X18LL1	307
ECs4213	X18LL1	134
ECs4214	X18LL1	1938
ECs4215	X18LL1	4019
ECs4216	X18LL1	1135
ECs4217	X18LL1	77
ECs4218	X18LL1	136
ECs4219	X18LL1	2736
ECs4220	X18LL1	521
ECs4221	X18LL1	65
ECs4222	X18LL1	75
ECs4223	X18LL1	190
ECs4224	X18LL1	448
ECs4225	X18LL1	2507
ECs4226	X18LL1	4779
ECs4227	X18LL1	1602
ECs4228	X18LL1	2609
ECs4229	X18LL1	5879
ECs4230	X18LL1	24565
ECs4231	X18LL1	34533
ECs4232	X18LL1	43622
ECs4233	X18LL1	150
ECs4234	X18LL1	32
ECs4235	X18LL1	41
ECs4236	X18LL1	61
ECs4237	X18LL1	151
ECs4238	X18LL1	10812
ECs4239	X18LL1	4751
ECs4240	X18LL1	4755
ECs4241	X18LL1	5283
ECs4242	X18LL1	2722
ECs4243	X18LL1	5723
ECs4244	X18LL1	765
ECs4245	X18LL1	7560
ECs4246	X18LL1	6400
ECs4247	X18LL1	9652
ECs4248	X18LL1	810
ECs4249	X18LL1	6331
ECs4250	X18LL1	661
ECs4251	X18LL1	3012
ECs4252	X18LL1	335
ECs4253	X18LL1	531
ECs4255	X18LL1	1104
ECs4254	X18LL1	1609
ECs4256	X18LL1	7010
ECs4257	X18LL1	589
ECs4258	X18LL1	1233
ECs4259	X18LL1	623
ECs4260	X18LL1	2247
ECs4261	X18LL1	328
ECs4262	X18LL1	510
ECs4263	X18LL1	203
ECs4264	X18LL1	243
ECs4265	X18LL1	452
ECs4266	X18LL1	1777
ECs4267	X18LL1	4341
ECs4268	X18LL1	3137
ECs4269	X18LL1	2230
ECs4270	X18LL1	108
ECs4271	X18LL1	82
ECs4272	X18LL1	196
ECs4273	X18LL1	6336
ECs4274	X18LL1	3225
ECs4275	X18LL1	2479
ECs4276	X18LL1	1919
ECs4277	X18LL1	3440
ECs4278	X18LL1	3283
ECs4279	X18LL1	2081
ECs4280	X18LL1	2404
ECs4281	X18LL1	233
ECs4282	X18LL1	383
ECs4283	X18LL1	84
ECs4284	X18LL1	48
ECs4285	X18LL1	1332
ECs4286	X18LL1	720
ECs4287	X18LL1	2911
ECs4288	X18LL1	1600
ECs4289	X18LL1	1506
ECs4290	X18LL1	115
ECs4291	X18LL1	23
ECs4292	X18LL1	11
ECs4293	X18LL1	868
ECs4294	X18LL1	596
ECs4295	X18LL1	342
ECs4296	X18LL1	100
ECs4297	X18LL1	65
ECs4298	X18LL1	74
ECs4299	X18LL1	418
ECs4300	X18LL1	168
ECs4301	X18LL1	150
ECs4302	X18LL1	157
ECs4303	X18LL1	345
ECs4304	X18LL1	271
ECs4305	X18LL1	361
ECs4306	X18LL1	263
ECs4307	X18LL1	374
ECs4308	X18LL1	227
ECs4309	X18LL1	535
ECs4310	X18LL1	20427
ECs4311	X18LL1	2114
ECs4312	X18LL1	1025
ECs4313	X18LL1	3520
ECs4314	X18LL1	1553
ECs4315	X18LL1	413
ECs4316	X18LL1	517
ECs4317	X18LL1	2186
ECs4318	X18LL1	14356
ECs4319	X18LL1	3474
ECs4320	X18LL1	7437
ECs4321	X18LL1	10598
ECs4322	X18LL1	1072
ECs4323	X18LL1	124
ECs4324	X18LL1	1577
ECs4325	X18LL1	5762
ECs4326	X18LL1	2769
ECs4327	X18LL1	4879
ECs4328	X18LL1	1553
ECs4329	X18LL1	1987
ECs4330	X18LL1	1445
ECs4331	X18LL1	4122
ECs4332	X18LL1	590
ECs4333	X18LL1	2245
ECs4334	X18LL1	723
ECs4335	X18LL1	785
ECs4336	X18LL1	1962
ECs4337	X18LL1	471
ECs4338	X18LL1	569
ECs4339	X18LL1	602
ECs4340	X18LL1	1171
ECs4341	X18LL1	4272
ECs4342	X18LL1	2987
ECs4343	X18LL1	3234
ECs4344	X18LL1	99
ECs4345	X18LL1	42
ECs4346	X18LL1	221
ECs4347	X18LL1	478
ECs4348	X18LL1	715
ECs4349	X18LL1	136
ECs4350	X18LL1	75
ECs4351	X18LL1	119
ECs4352	X18LL1	216
ECs4353	X18LL1	130
ECs4354	X18LL1	26
ECs4355	X18LL1	336
ECs4356	X18LL1	687
ECs4357	X18LL1	602
ECs4358	X18LL1	668
ECs4359	X18LL1	740
ECs4360	X18LL1	874
ECs4361	X18LL1	328
ECs4362	X18LL1	101
ECs4363	X18LL1	1760
ECs4364	X18LL1	4032
ECs4365	X18LL1	41503
ECs4366	X18LL1	378
ECs4367	X18LL1	1712
ECs4368	X18LL1	469
ECs4369	X18LL1	484
ECs4370	X18LL1	6269
ECs4371	X18LL1	7904
ECs4372	X18LL1	8206
ECs4373	X18LL1	316
ECs4374	X18LL1	673
ECs4375	X18LL1	298
ECs4376	X18LL1	74
ECs4377	X18LL1	13058
ECs4378	X18LL1	1392
ECs4379	X18LL1	1062
ECs4380	X18LL1	581
ECs4381	X18LL1	83
ECs4382	X18LL1	279
ECs4383	X18LL1	404
ECs4384	X18LL1	94
ECs4385	X18LL1	187
ECs4386	X18LL1	528
ECs4387	X18LL1	671
ECs4388	X18LL1	509
ECs4389	X18LL1	1407
ECs4390	X18LL1	5139
ECs4391	X18LL1	2914
ECs4392	X18LL1	6664
ECs4393	X18LL1	1727
ECs4394	X18LL1	5308
ECs4395	X18LL1	631
ECs4396	X18LL1	1738
ECs4397	X18LL1	2020
ECs4398	X18LL1	325
ECs4399	X18LL1	569
ECs4400	X18LL1	841
ECs4401	X18LL1	127
ECs4402	X18LL1	326
ECs4403	X18LL1	429
ECs4404	X18LL1	445
ECs4405	X18LL1	274
ECs4406	X18LL1	1307
ECs4407	X18LL1	5380
ECs4408	X18LL1	1118
ECs4409	X18LL1	2730
ECs4410	X18LL1	623
ECs4411	X18LL1	307
ECs4412	X18LL1	621
ECs4413	X18LL1	821
ECs4414	X18LL1	222
ECs4415	X18LL1	263
ECs4416	X18LL1	3360
ECs4417	X18LL1	62
ECs4418	X18LL1	1149
ECs4419	X18LL1	4927
ECs4420	X18LL1	935
ECs4421	X18LL1	492
ECs4422	X18LL1	130
ECs4423	X18LL1	182
ECs4424	X18LL1	2273
proK	X18LL1	361
ECs4425	X18LL1	10036
ECs4426	X18LL1	157
ECs4427	X18LL1	392
ECs4428	X18LL1	602
ECs4429	X18LL1	130
ECs4430	X18LL1	115
ECs4431	X18LL1	206
ECs4432	X18LL1	247
ECs4433	X18LL1	334
ECs4434	X18LL1	811
ECs4435	X18LL1	393
ECs4436	X18LL1	3645
ECs4437	X18LL1	1714
ECs4438	X18LL1	3323
