mysql> select id, accession from sequence where organism like 'Es%';
+------+-----------+
| id   | accession |
| 2056 | ECs2015   |
| 2057 | ECs2016   |
| 2058 | ECs2017   |
| 2059 | ECs2018   |
| 2060 | ECs2019   |
| 2061 | ECs2020   |
| 2062 | ECs2021   |
| 2063 | ECs2022   |
| 2064 | ECs2023   |
| 2065 | ECs2024   |
| 2066 | ECs2025   |
| 2067 | ECs2026   |
| 2068 | ECs2027   |
| 2069 | ECs2028   |
| 2070 | ECs2029   |
| 2071 | ECs2030   |
| 2072 | ECs2031   |
| 2073 | ECs2032   |
| 2074 | ECs2033   |
| 2075 | ECs2034   |
| 2076 | ECs2035   |
| 2077 | ECs2036   |
| 2078 | ECs2038   |
| 2079 | ECs2037   |
| 2080 | ECs2039   |
| 2081 | ECs2040   |
| 2082 | ECs2041   |
| 2083 | ECs2042   |
| 2084 | ECs2043   |
| 2085 | ECs2044   |
| 2086 | ECs2045   |
| 2087 | ECs2046   |
| 2088 | ECs2047   |
| 2089 | ECs2048   |
| 2090 | ECs2049   |
| 2091 | ECs2050   |
| 2092 | ECs2051   |
| 2093 | ECs2052   |
| 2094 | ECs2053   |
| 2095 | ECs2054   |
| 2096 | ECs2055   |
| 2097 | ECs2056   |
| 2098 | ECs2057   |
| 2099 | ECs2058   |
| 2100 | ECs2059   |
| 2101 | ECs2060   |
| 2102 | ECs2061   |
| 2103 | ECs2062   |
| 2104 | ECs2063   |
| 2105 | ECs2064   |
| 2106 | ECs2065   |
| 2107 | ECs2066   |
| 2108 | ECs2067   |
| 2109 | ECs2068   |
| 2110 | ECs2069   |
| 2111 | ECs2070   |
| 2112 | ECs2071   |
| 2113 | ECs2072   |
| 2114 | ECs2073   |
| 2115 | ECs2074   |
| 2116 | ECs2075   |
| 2117 | ECs2076   |
| 2118 | ECs2077   |
| 2119 | ECs2078   |
| 2120 | ECs2079   |
| 2121 | ECs2080   |
| 2122 | ECs2081   |
| 2123 | ECs2082   |
| 2124 | ECs2083   |
| 2125 | ECs2084   |
| 2126 | ECs2085   |
| 2127 | ECs2086   |
| 2128 | ECs2087   |
| 2129 | ECs2088   |
| 2130 | ECs2089   |
| 2131 | ECs2090   |
| 2132 | ECs2091   |
| 2133 | ECs2092   |
| 2134 | ECs2093   |
| 2135 | ECs2094   |
| 2136 | ECs2095   |
| 2137 | ECs2096   |
| 2138 | ECs2097   |
| 2139 | ECs2098   |
| 2140 | ECs2099   |
| 2141 | ECs2100   |
| 2142 | ECs2101   |
| 2143 | ECs2102   |
| 2144 | ECs2103   |
| 2145 | ECs2104   |
| 2146 | ECs2105   |
| 2147 | ECs2106   |
| 2148 | ECs2107   |
| 2149 | ECs2108   |
| 2150 | ECs2109   |
| 2151 | ECs2110   |
| 2152 | ECs2111   |
| 2153 | ECs2112   |
| 2154 | ECs2113   |
| 2155 | ECs2114   |
| 2156 | ECs2115   |
| 2157 | ECs2116   |
| 2158 | ECs2117   |
| 2159 | ECs2118   |
| 2160 | ECs2119   |
| 2161 | ECs2120   |
| 2162 | ECs2121   |
| 2163 | ECs2122   |
| 2164 | ECs2123   |
| 2165 | ECs2124   |
| 2166 | ECs2125   |
| 2167 | ECs2126   |
| 2168 | ECs2127   |
| 2169 | ECs2128   |
| 2170 | ECs2129   |
| 2171 | ECs2130   |
| 2172 | ECs2131   |
| 2173 | ECs2132   |
| 2174 | ECs2133   |
| 2175 | ECs2134   |
| 2176 | ECs2135   |
| 2177 | ECs2136   |
| 2178 | ECs2137   |
| 2179 | ECs2138   |
| 2180 | ECs2139   |
| 2181 | ECs2140   |
| 2182 | ECs2141   |
| 2183 | ECs2142   |
| 2184 | ECs2143   |
| 2185 | ECs2144   |
| 2186 | ECs2145   |
| 2187 | ECs2146   |
| 2188 | ECs2147   |
| 2189 | ECs2148   |
| 2190 | ECs2149   |
| 2191 | ECs2150   |
| 2192 | ECs2151   |
| 2193 | ECs2152   |
| 2194 | ECs2153   |
| 2195 | ECs2154   |
| 2196 | ECs2155   |
| 2197 | ECs2156   |
| 2198 | ECs2157   |
| 2199 | ECs2158   |
| 2200 | ECs2159   |
| 2201 | ECs2160   |
| 2202 | ECs2161   |
| 2203 | ECs2162   |
| 2204 | ECs2163   |
| 2205 | ECs2164   |
| 2206 | ECs2165   |
| 2207 | ECs2166   |
| 2208 | ECs2167   |
| 2209 | ECs2168   |
| 2210 | ECs2169   |
| 2211 | ECs2170   |
| 2212 | ECs2171   |
| 2213 | ECs2172   |
| 2214 | ECs2173   |
| 2215 | ECs2174   |
| 2216 | ECs2175   |
| 2217 | ECs2176   |
| 2218 | ECs2177   |
| 2219 | ECs2178   |
| 2220 | ECs2179   |
| 2221 | ECs2180   |
| 2222 | ECs2181   |
| 2223 | ECs2182   |
| 2224 | ECs2184   |
| 2225 | ECs2183   |
| 2226 | ECs2185   |
| 2227 | ECs2186   |
| 2228 | ECs2187   |
| 2229 | ECs2188   |
| 2230 | ECs2189   |
| 2231 | ECs2190   |
| 2232 | argO5     |
| 2233 | tRNA99    |
| 2234 | ileZ5     |
| 2235 | ECs2191   |
| 2236 | ECs2192   |
| 2237 | ECs2193   |
| 2238 | ECs2194   |
| 2239 | ECs2195   |
| 2240 | ECs2196   |
| 2241 | ECs2197   |
| 2242 | ECs2198   |
| 2243 | ECs2199   |
| 2244 | ECs2200   |
| 2245 | ECs2201   |
| 2246 | ECs2202   |
| 2247 | ECs2203   |
| 2248 | ECs2204   |
| 2249 | ECs2205   |
| 2250 | ECs2206   |
| 2251 | ECs2207   |
| 2252 | ECs2208   |
| 2253 | ECs2209   |
| 2254 | ECs2210   |
| 2255 | ECs2211   |
| 2256 | ECs2212   |
| 2257 | ECs2213   |
| 2258 | dicF2     |
| 2259 | ECs2214   |
| 2260 | ECs2215   |
| 2261 | ECs2216   |
| 2262 | ECs2217   |
| 2263 | ECs2218   |
| 2264 | ECs2219   |
| 2265 | ECs2220   |
| 2266 | ECs2221   |
| 2267 | ECs2222   |
| 2268 | ECs2223   |
| 2269 | ECs2224   |
| 2270 | ECs2225   |
| 2271 | ECs2226   |
| 2272 | ECs2227   |
| 2273 | ECs2228   |
| 2274 | ECs2229   |
| 2275 | ECs2230   |
| 2276 | ECs2231   |
| 2277 | ECs2232   |
| 2278 | ECs2233   |
| 2279 | ECs2234   |
| 2280 | ECs2235   |
| 2281 | ECs2236   |
| 2282 | ECs2237   |
| 2283 | ECs2238   |
| 2284 | ECs2239   |
| 2285 | ECs2240   |
| 2286 | ECs2241   |
| 2287 | ECs2242   |
| 2288 | ECs2243   |
| 2289 | ECs2244   |
| 2290 | ECs2245   |
| 2291 | ECs2246   |
| 2292 | ECs2247   |
| 2293 | ECs2248   |
| 2294 | ECs2249   |
| 2295 | ECs2250   |
| 2296 | ECs2251   |
| 2297 | ECs2252   |
| 2298 | ECs2253   |
| 2299 | ECs2254   |
| 2300 | ECs2255   |
| 2301 | ECs2257   |
| 2302 | ECs2256   |
| 2303 | ECs2258   |
| 2304 | ECs2259   |
| 2305 | ECs2260   |
| 2306 | ECs2261   |
| 2307 | ECs2262   |
| 2308 | ECs2263   |
| 2309 | ECs2264   |
| 2310 | ECs2265   |
| 2311 | ECs2266   |
| 2312 | argO6     |
| 2313 | argN4     |
| 2314 | ileZ6     |
| 2315 | ECs2267   |
| 2316 | ECs2268   |
| 2317 | ECs2269   |
| 2318 | ECs2270   |
| 2319 | ECs2271   |
| 2320 | ECs2272   |
| 2321 | ECs2273   |
| 2322 | ECs2274   |
| 2323 | ECs2275   |
| 2324 | ECs2276   |
| 2325 | ECs2277   |
| 2326 | ECs2278   |
| 2327 | ECs2279   |
| 2328 | ECs2280   |
| 2329 | ECs2281   |
| 2330 | ECs2282   |
| 2331 | ECs2283   |
| 2332 | dicF3     |
| 2333 | ECs2284   |
| 2334 | ECs2285   |
| 2335 | ECs2286   |
| 2336 | ECs2287   |
| 2337 | ECs2288   |
| 2338 | ECs2289   |
| 2339 | ECs2290   |
| 2340 | ECs2291   |
| 2341 | ECs2292   |
| 2342 | ECs2293   |
| 2343 | ECs2294   |
| 2344 | ECs2295   |
| 2345 | ECs2296   |
| 2346 | ECs2297   |
| 2347 | ECs2298   |
| 2348 | ECs2299   |
| 2349 | ECs2300   |
| 2350 | ECs2301   |
| 2351 | ECs2302   |
| 2352 | ECs2303   |
| 2353 | ECs2304   |
| 2354 | ECs2305   |
| 2355 | ECs2306   |
| 2356 | ECs2307   |
| 2357 | ECs2308   |
| 2358 | ECs2309   |
| 2359 | ECs2310   |
| 2360 | ECs2311   |
| 2361 | ECs2312   |
| 2362 | ECs2313   |
| 2363 | ECs2314   |
| 2364 | ECs2315   |
| 2365 | ECs2316   |
| 2366 | ECs2317   |
| 2367 | ECs2318   |
| 2368 | ECs2319   |
| 2369 | ECs2320   |
| 2370 | ECs2321   |
| 2371 | ECs2322   |
| 2372 | ECs2323   |
| 2373 | ECs2324   |
| 2374 | ECs2325   |
| 2375 | ECs2326   |
| 2376 | ECs2327   |
| 2377 | ECs2328   |
| 2378 | ECs2329   |
| 2379 | ECs2330   |
| 2380 | ECs2331   |
| 2381 | ECs2332   |
| 2382 | ECs2333   |
| 2383 | ECs2334   |
| 2384 | ECs2335   |
| 2385 | ECs2336   |
| 2386 | ECs2337   |
| 2387 | ECs2338   |
| 2388 | ECs2339   |
| 2389 | ECs2340   |
| 2390 | ECs2341   |
| 2391 | ECs2342   |
| 2392 | ECs2343   |
| 2393 | ECs2344   |
| 2394 | ECs2345   |
| 2395 | ECs2346   |
| 2396 | ECs2347   |
| 2397 | ECs2348   |
| 2398 | ECs2349   |
| 2399 | ECs2350   |
| 2400 | ECs2351   |
| 2401 | ECs2352   |
| 2402 | ECs2353   |
| 2403 | ECs2354   |
| 2404 | ECs2355   |
| 2405 | ECs2356   |
| 2406 | ECs2358   |
| 2407 | ECs2357   |
| 2408 | ECs2359   |
| 2409 | ECs2360   |
| 2410 | ECs2361   |
| 2411 | ECs2362   |
| 2412 | ECs2363   |
| 2413 | ECs2364   |
| 2414 | ECs2365   |
| 2415 | ECs2366   |
| 2416 | ECs2367   |
| 2417 | ECs2368   |
| 2418 | ECs2369   |
| 2419 | ECs2370   |
| 2420 | ECs2371   |
| 2421 | ECs2372   |
| 2422 | ECs2373   |
| 2423 | valV      |
| 2424 | valW      |
| 2425 | ECs2374   |
| 2426 | ECs2375   |
| 2427 | ECs2376   |
| 2428 | ECs2377   |
| 2429 | ECs2378   |
| 2430 | ECs2379   |
| 2431 | ECs2380   |
| 2432 | ECs2381   |
| 2433 | ECs2382   |
| 2434 | ECs2383   |
| 2435 | ECs2384   |
| 2436 | ECs2385   |
| 2437 | ECs2386   |
| 2438 | ECs2387   |
| 2439 | ECs2388   |
| 2440 | ECs2389   |
| 2441 | ECs2390   |
| 2442 | ECs2391   |
| 2443 | ECs2392   |
| 2444 | ECs2393   |
| 2445 | ECs2394   |
| 2446 | ECs2395   |
| 2447 | ECs2396   |
| 2448 | ECs2397   |
| 2449 | ECs2398   |
| 2450 | ECs2399   |
| 2451 | ECs2400   |
| 2452 | ECs2401   |
| 2453 | ECs2402   |
| 2454 | ECs2403   |
| 2455 | ECs2404   |
| 2456 | ECs2405   |
| 2457 | ECs2406   |
| 2458 | ECs2407   |
| 2459 | ECs2408   |
| 2460 | ECs2409   |
| 2461 | ECs2410   |
| 2462 | ECs2411   |
| 2463 | ECs2412   |
| 2464 | ECs2413   |
| 2465 | ECs2414   |
| 2466 | ECs2415   |
| 2467 | ECs2416   |
| 2468 | ECs2417   |
| 2469 | ECs2418   |
| 2470 | ECs2419   |
| 2471 | ECs2420   |
| 2472 | ECs2421   |
| 2473 | ECs2422   |
| 2474 | ECs2423   |
| 2475 | ECs2424   |
| 2476 | ECs2425   |
| 2477 | ECs2426   |
| 2478 | ECs2427   |
| 2479 | ECs2428   |
| 2480 | ECs2429   |
| 2481 | ECs2430   |
| 2482 | ECs2431   |
| 2483 | ECs2432   |
| 2484 | ECs2433   |
| 2485 | ECs2434   |
| 2486 | ECs2435   |
| 2487 | ECs2436   |
| 2488 | ECs2437   |
| 2489 | ECs2438   |
| 2490 | ECs2439   |
| 2491 | ECs2440   |
| 2492 | ECs2441   |
| 2493 | ECs2442   |
| 2494 | ECs2443   |
| 2495 | ECs2444   |
| 2496 | ECs2445   |
| 2497 | ECs2446   |
| 2498 | ECs2447   |
| 2499 | ECs2448   |
| 2500 | ECs2449   |
| 2501 | ECs2450   |
| 2502 | ECs2451   |
| 2503 | ECs2452   |
| 2504 | ECs2453   |
| 2505 | ECs2454   |
| 2506 | ECs2455   |
| 2507 | ECs2456   |
| 2508 | ECs2457   |
| 2509 | ECs2458   |
| 2510 | ECs2459   |
| 2511 | ECs2460   |
| 2512 | ECs2461   |
| 2513 | ECs2462   |
| 2514 | ECs2463   |
| 2515 | ECs2464   |
| 2516 | ECs2465   |
| 2517 | ECs2466   |
| 2518 | ECs2467   |
| 2519 | ECs2468   |
| 2520 | ECs2469   |
| 2521 | ECs2470   |
| 2522 | ECs2471   |
| 2523 | ECs2472   |
| 2524 | ECs2473   |
| 2525 | ECs2474   |
| 2526 | ECs2475   |
| 2527 | ECs2476   |
| 2528 | ECs2477   |
| 2529 | ECs2478   |
| 2530 | ECs2479   |
| 2531 | ECs2480   |
| 2532 | ECs2481   |
| 2533 | ECs2482   |
| 2534 | ECs2483   |
| 2535 | ECs2484   |
| 2536 | ECs2485   |
| 2537 | ECs2486   |
| 2538 | ECs2487   |
| 2539 | ECs2488   |
| 2540 | ECs2489   |
| 2541 | ECs2490   |
| 2542 | ECs2491   |
| 2543 | ECs2492   |
| 2544 | ECs2493   |
| 2545 | ECs2494   |
| 2546 | ECs2495   |
| 2547 | ECs2496   |
| 2548 | ECs2497   |
| 2549 | ECs2498   |
| 2550 | ECs2499   |
| 2551 | ECs2500   |
| 2552 | ECs2501   |
| 2553 | ECs2502   |
| 2554 | ECs2503   |
| 2555 | ECs2504   |
| 2556 | ECs2505   |
| 2557 | ECs2506   |
| 2558 | ECs2507   |
| 2559 | ECs2508   |
| 2560 | ECs2509   |
| 2561 | ECs2510   |
| 2562 | ECs2511   |
| 2563 | ECs2512   |
| 2564 | ECs2513   |
| 2565 | ECs2514   |
| 2566 | ECs2515   |
| 2567 | ECs2516   |
| 2568 | ECs2517   |
| 2569 | ECs2518   |
| 2570 | ECs2519   |
| 2571 | ECs2520   |
| 2572 | ECs2521   |
| 2573 | ECs2522   |
| 2574 | ECs2523   |
| 2575 | ECs2524   |
| 2576 | ECs2525   |
| 2577 | ECs2526   |
| 2578 | ECs2527   |
| 2579 | ECs2528   |
| 2580 | ECs2529   |
| 2581 | ECs2530   |
| 2582 | ECs2531   |
| 2583 | ECs2532   |
| 2584 | ECs2533   |
| 2585 | ECs2534   |
| 2586 | ECs2535   |
| 2587 | ECs2536   |
| 2588 | ECs2537   |
| 2589 | ECs2538   |
| 2590 | ECs2539   |
| 2591 | ECs2540   |
| 2592 | ECs2541   |
| 2593 | ECs2542   |
| 2594 | ECs2543   |
| 2595 | ECs2544   |
| 2596 | ECs2545   |
| 2597 | ECs2546   |
| 2598 | ECs2547   |
| 2599 | ECs2548   |
| 2600 | ECs2549   |
| 2601 | ECs2550   |
| 2602 | ECs2551   |
| 2603 | ECs2552   |
| 2604 | ECs2553   |
| 2605 | ECs2554   |
| 2606 | ECs2555   |
| 2607 | ECs2556   |
| 2608 | ECs2557   |
| 2609 | ECs2558   |
| 2610 | ECs2559   |
| 2611 | ECs2560   |
| 2612 | ECs2561   |
| 2613 | ECs2562   |
| 2614 | ECs2563   |
| 2615 | ECs2564   |
| 2616 | ECs2565   |
| 2617 | ECs2566   |
| 2618 | ECs2567   |
| 2619 | ECs2568   |
| 2620 | ECs2569   |
| 2621 | ECs2570   |
| 2622 | ECs2571   |
| 2623 | ECs2572   |
| 2624 | ECs2573   |
| 2625 | ECs2574   |
| 2626 | ECs2575   |
| 2627 | ECs2576   |
| 2628 | ECs2577   |
| 2629 | ECs2578   |
| 2630 | ECs2579   |
| 2631 | ECs2580   |
| 2632 | ECs2581   |
| 2633 | ECs2582   |
| 2634 | ECs2583   |
| 2635 | ECs2584   |
| 2636 | ECs2585   |
| 2637 | ECs2586   |
| 2638 | ECs2587   |
| 2639 | ECs2588   |
| 2640 | ECs2589   |
| 2641 | ECs2590   |
| 2642 | ECs2591   |
| 2643 | ECs2592   |
| 2644 | ECs2593   |
| 2645 | ECs2594   |
| 2646 | ECs2595   |
| 2647 | ECs2596   |
| 2648 | ECs2597   |
| 2649 | ECs2598   |
| 2650 | ECs2599   |
| 2651 | ECs2600   |
| 2652 | ECs2601   |
| 2653 | ECs2602   |
| 2654 | ECs2603   |
| 2655 | ECs2604   |
| 2656 | ECs2605   |
| 2657 | ECs2606   |
| 2658 | ECs2607   |
| 2659 | ECs2608   |
| 2660 | ECs2609   |
| 2661 | ECs2610   |
| 2662 | ECs2611   |
| 2663 | ECs2612   |
| 2664 | ECs2613   |
| 2665 | ECs2614   |
| 2666 | ECs2615   |
| 2667 | ECs2616   |
| 2668 | ECs2617   |
| 2669 | ECs2618   |
| 2670 | ECs2619   |
| 2671 | ECs2620   |
| 2672 | ECs2621   |
| 2673 | ECs2622   |
| 2674 | ECs2623   |
| 2675 | ECs2624   |
| 2676 | ECs2625   |
| 2677 | ECs2626   |
| 2678 | ECs2627   |
| 2679 | ECs2628   |
| 2680 | ECs2629   |
| 2681 | ECs2630   |
| 2682 | ECs2631   |
| 2683 | ECs2632   |
| 2684 | ECs2633   |
| 2685 | ECs2634   |
| 2686 | ECs2635   |
| 2687 | ECs2636   |
| 2688 | ECs2637   |
| 2689 | ECs2638   |
| 2690 | ECs2639   |
| 2691 | ECs2640   |
| 2692 | ECs2641   |
| 2693 | ECs2642   |
| 2694 | ECs2643   |
| 2695 | ECs2644   |
| 2696 | ECs2645   |
| 2697 | ECs2646   |
| 2698 | ECs2647   |
| 2699 | ECs2648   |
| 2700 | ECs2649   |
| 2701 | leuZ      |
| 2702 | cysT      |
| 2703 | glyW      |
| 2704 | ECs2650   |
| 2705 | ECs2651   |
| 2706 | ECs2652   |
| 2707 | ECs2653   |
| 2708 | ECs2654   |
| 2709 | ECs2655   |
| 2710 | ECs2656   |
| 2711 | ECs2657   |
| 2712 | ECs2658   |
| 2713 | ECs2659   |
| 2714 | ECs2660   |
| 2715 | ECs2661   |
| 2716 | ECs2662   |
| 2717 | ECs2663   |
| 2718 | ECs2664   |
| 2719 | ECs2665   |
| 2720 | ECs2666   |
| 2721 | ECs2667   |
| 2722 | ECs2668   |
| 2723 | ECs2669   |
| 2724 | ECs2670   |
| 2725 | ECs2671   |
| 2726 | ECs2672   |
| 2727 | ECs2673   |
| 2728 | ECs2674   |
| 2729 | ECs2675   |
| 2730 | ECs2676   |
| 2731 | ECs2677   |
| 2732 | ECs2678   |
| 2733 | ECs2679   |
| 2734 | ECs2680   |
| 2735 | ECs2681   |
| 2736 | ECs2682   |
| 2737 | ECs2683   |
| 2738 | ECs2684   |
| 2739 | ECs2685   |
| 2740 | ECs2686   |
| 2741 | ECs2687   |
| 2742 | ECs2688   |
| 2743 | ECs2689   |
| 2744 | ECs2690   |
| 2745 | ECs2691   |
| 2746 | ECs2692   |
| 2747 | dsrA      |
| 2748 | ECs2693   |
| 2749 | ECs2694   |
| 2750 | ECs2695   |
| 2751 | ECs2696   |
| 2752 | ECs2697   |
| 2753 | ECs2698   |
| 2754 | ECs2699   |
| 2755 | ECs2700   |
| 2756 | ECs2701   |
| 2757 | ECs2702   |
| 2758 | ECs2703   |
| 2759 | ECs2704   |
| 2760 | ECs2705   |
| 2761 | ECs2706   |
| 2762 | ECs2707   |
| 2763 | ECs2708   |
| 2764 | ECs2709   |
| 2765 | ECs2710   |
| 2766 | ECs2711   |
| 2767 | ECs2712   |
| 2768 | ECs2713   |
| 2769 | ECs2714   |
| 2770 | ECs2715   |
| 2771 | ECs2716   |
| 2772 | ECs2717   |
| 2773 | ECs2718   |
| 2774 | ECs2719   |
| 2775 | ECs2720   |
| 2776 | ECs2721   |
| 2777 | ECs2722   |
| 2778 | ECs2723   |
| 2779 | ECs2724   |
| 2780 | ECs2725   |
| 2781 | ECs2726   |
| 2782 | ECs2727   |
| 2783 | ECs2728   |
| 2784 | ECs2729   |
| 2785 | ECs2730   |
| 2786 | ECs2731   |
| 2787 | ECs2732   |
| 2788 | ECs2733   |
| 2789 | ECs2734   |
| 2790 | ECs2735   |
| 2791 | ECs2736   |
| 2792 | ECs2737   |
| 2793 | ECs2739   |
| 2794 | ECs2738   |
| 2795 | ECs2740   |
| 2796 | ECs2741   |
| 2797 | ECs2742   |
| 2798 | ECs2743   |
| 2799 | ECs2744   |
| 2800 | ECs2745   |
| 2801 | ECs2746   |
| 2802 | ECs2747   |
| 2803 | ECs2748   |
| 2804 | ECs2749   |
| 2805 | argO7     |
| 2806 | argN5     |
| 2807 | ileZ7     |
| 2808 | ECs2750   |
| 2809 | ECs2751   |
| 2810 | ECs2752   |
| 2811 | ECs2753   |
| 2812 | ECs2754   |
| 2813 | ECs2755   |
| 2814 | ECs2756   |
| 2815 | ECs2757   |
| 2816 | ECs2758   |
| 2817 | ECs2759   |
| 2818 | ECs2760   |
| 2819 | ECs2761   |
| 2820 | ECs2762   |
| 2821 | ECs2763   |
| 2822 | ECs2764   |
| 2823 | ECs2765   |
| 2824 | ECs2766   |
| 2825 | ECs2767   |
| 2826 | ECs2768   |
| 2827 | ECs2769   |
| 2828 | ECs2770   |
| 2829 | ECs2771   |
| 2830 | ECs2772   |
| 2831 | ECs2773   |
| 2832 | serU      |
| 2833 | ECs2774   |
| 2834 | asnT      |
| 2835 | ECs2775   |
| 2836 | ECs2776   |
| 2837 | ECs2777   |
| 2838 | ECs2778   |
| 2839 | ECs2779   |
| 2840 | ECs2780   |
| 2841 | asnW      |
| 2842 | ECs2781   |
| 2843 | ECs2782   |
| 2844 | asnU      |
| 2845 | ECs2783   |
| 2846 | ECs2784   |
| 2847 | asnV      |
| 2848 | ECs2785   |
| 2849 | ECs2786   |
| 2850 | ECs2787   |
| 2851 | ECs2788   |
| 2852 | ECs2789   |
| 2853 | ECs2790   |
| 2854 | ECs2791   |
| 2855 | ECs2792   |
| 2856 | ECs2793   |
| 2857 | ECs2794   |
| 2858 | ECs2795   |
| 2859 | ECs2796   |
| 2860 | ECs2797   |
| 2861 | ECs2798   |
| 2862 | ECs2799   |
| 2863 | ECs2800   |
| 2864 | ECs2801   |
| 2865 | ECs2802   |
| 2866 | ECs2803   |
| 2867 | ECs2804   |
| 2868 | ECs2805   |
| 2869 | ECs2806   |
| 2870 | ECs2807   |
| 2871 | ECs2808   |
| 2872 | ECs2809   |
| 2873 | ECs2810   |
| 2874 | ECs2811   |
| 2875 | ECs2812   |
| 2876 | ECs2813   |
| 2877 | ECs2814   |
| 2878 | ECs2815   |
| 2879 | ECs2816   |
| 2880 | ECs2817   |
| 2881 | ECs2818   |
| 2882 | ECs2819   |
| 2883 | ECs2820   |
| 2884 | ECs2821   |
| 2885 | ECs2822   |
| 2886 | ECs2823   |
| 2887 | ECs2824   |
| 2888 | ECs2825   |
| 2889 | ECs2826   |
| 2890 | ECs2827   |
| 2891 | ECs2828   |
| 2892 | ECs2829   |
| 2893 | ECs2830   |
| 2894 | ECs2831   |
| 2895 | ECs2832   |
| 2896 | ECs2833   |
| 2897 | ECs2834   |
| 2898 | ECs2835   |
| 2899 | ECs2836   |
| 2900 | ECs2837   |
| 2901 | ECs2838   |
| 2902 | ECs2839   |
| 2903 | ECs2840   |
| 2904 | ECs2841   |
| 2905 | ECs2842   |
| 2906 | ECs2843   |
| 2907 | ECs2844   |
| 2908 | ECs2845   |
| 2909 | ECs2846   |
| 2910 | ECs2847   |
| 2911 | ECs2848   |
| 2912 | ECs2849   |
| 2913 | ECs2850   |
| 2914 | ECs2851   |
| 2915 | ECs2852   |
| 2916 | ECs2853   |
| 2917 | ECs2854   |
| 2918 | ECs2855   |
| 2919 | ECs2856   |
| 2920 | ECs2857   |
| 2921 | ECs2858   |
| 2922 | ECs2859   |
| 2923 | ECs2860   |
| 2924 | ECs2861   |
| 2925 | ECs2862   |
| 2926 | ECs2863   |
| 2927 | ECs2864   |
| 2928 | ECs2865   |
| 2929 | ECs2866   |
| 2930 | ECs2867   |
| 2931 | ECs2868   |
| 2932 | ECs2869   |
| 2933 | ECs2870   |
| 2934 | ECs2871   |
| 2935 | ECs2872   |
| 2936 | ECs2873   |
| 2937 | ECs2874   |
| 2938 | ECs2875   |
| 2939 | ECs2876   |
| 2940 | ECs2877   |
| 2941 | ECs2878   |
| 2942 | ECs2879   |
| 2943 | ECs2880   |
| 2944 | ECs2881   |
| 2945 | ECs2882   |
| 2946 | ECs2883   |
| 2947 | ECs2884   |
| 2948 | ECs2885   |
| 2949 | ECs2886   |
| 2950 | ECs2887   |
| 2951 | ECs2888   |
| 2952 | ECs2889   |
| 2953 | ECs2890   |
| 2954 | ECs2891   |
| 2955 | ECs2892   |
| 2956 | ECs2893   |
| 2957 | ECs2894   |
| 2958 | ECs2895   |
| 2959 | ECs2896   |
| 2960 | ECs2897   |
| 2961 | ECs2898   |
| 2962 | ECs2899   |
| 2963 | ECs2900   |
| 2964 | ECs2901   |
| 2965 | ECs2902   |
| 2966 | ECs2903   |
| 2967 | ECs2904   |
| 2968 | ECs2905   |
| 2969 | ECs2906   |
| 2970 | ECs2907   |
| 2971 | ECs2908   |
| 2972 | ECs2909   |
| 2973 | ECs2910   |
| 2974 | ECs2911   |
| 2975 | ECs2912   |
| 2976 | ECs2913   |
| 2977 | ECs2914   |
| 2978 | ECs2915   |
| 2979 | ECs2916   |
| 2980 | ECs2917   |
| 2981 | ECs2918   |
| 2982 | ECs2919   |
| 2983 | ECs2920   |
| 2984 | ECs2921   |
| 2985 | ECs2922   |
| 2986 | ECs2923   |
| 2987 | ECs2924   |
| 2988 | ECs2925   |
| 2989 | ECs2926   |
| 2990 | ECs2927   |
| 2991 | ECs2928   |
| 2992 | ECs2929   |
| 2993 | ECs2930   |
| 2994 | ECs2931   |
| 2995 | ECs2932   |
| 2996 | ECs2933   |
| 2997 | ECs2934   |
| 2998 | ECs2935   |
| 2999 | ECs2936   |
| 3000 | ECs2937   |
| 3001 | ECs2938   |
| 3002 | ECs2939   |
| 3003 | ECs2940   |
| 3004 | ECs2941   |
| 3005 | ECs2942   |
| 3006 | ECs2943   |
| 3007 | ECs2944   |
| 3008 | ECs2945   |
| 3009 | ECs2946   |
| 3010 | ECs2947   |
| 3011 | ECs2948   |
| 3012 | ECs2949   |
| 3013 | ECs2950   |
| 3014 | ECs2951   |
| 3015 | ECs2952   |
| 3016 | ECs2953   |
| 3017 | ECs2954   |
| 3018 | ECs2955   |
| 3019 | ECs2956   |
| 3020 | ECs2957   |
| 3021 | ECs2958   |
| 3022 | ECs2959   |
| 3023 | ECs2960   |
| 3024 | ECs2961   |
| 3025 | ECs2962   |
| 3026 | ECs2963   |
| 3027 | ECs2964   |
| 3028 | ECs2966   |
| 3029 | ECs2965   |
| 3030 | ECs2967   |
| 3031 | ECs2968   |
| 3032 | ECs2969   |
| 3033 | ECs2970   |
| 3034 | ECs2971   |
| 3035 | ECs2972   |
| 3036 | ECs2973   |
| 3037 | ECs2974   |
| 3038 | ECs2975   |
| 3039 | ECs2976   |
| 3040 | ECs2977   |
| 3041 | ECs2978   |
| 3042 | ECs2979   |
| 3043 | ECs2980   |
| 3044 | ECs2981   |
| 3045 | ECs2982   |
| 3046 | ECs2983   |
| 3047 | ECs2984   |
| 3048 | ECs2985   |
| 3049 | ECs2986   |
| 3050 | ECs2987   |
| 3051 | ECs2988   |
| 3052 | ECs2989   |
| 3053 | ECs2990   |
| 3054 | ECs2991   |
