mysql> select id, accession from sequence where organism like 'Es%';
+------+-----------+
| id   | accession |
| 1058 | ECs1034   |
| 1059 | ECs1035   |
| 1060 | ECs1036   |
| 1061 | ECs1037   |
| 1062 | ECs1038   |
| 1063 | ECs1039   |
| 1064 | ECs1040   |
| 1065 | ECs1041   |
| 1066 | ECs1042   |
| 1067 | ECs1043   |
| 1068 | ECs1044   |
| 1069 | ECs1045   |
| 1070 | ECs1046   |
| 1071 | ECs1047   |
| 1072 | ECs1048   |
| 1073 | ECs1049   |
| 1074 | ECs1050   |
| 1075 | ECs1051   |
| 1076 | ECs1052   |
| 1077 | ECs1053   |
| 1078 | ECs1054   |
| 1079 | ECs1055   |
| 1080 | ECs1056   |
| 1081 | ECs1057   |
| 1082 | ECs1058   |
| 1083 | ECs1059   |
| 1084 | dicF1     |
| 1085 | ECs1060   |
| 1086 | ECs1061   |
| 1087 | ECs1062   |
| 1088 | ECs1063   |
| 1089 | ECs1064   |
| 1090 | ECs1065   |
| 1091 | ECs1066   |
| 1092 | ECs1067   |
| 1093 | ECs1068   |
| 1094 | ECs1069   |
| 1095 | ECs1070   |
| 1096 | ECs1071   |
| 1097 | ECs1072   |
| 1098 | ECs1073   |
| 1099 | ECs1074   |
| 1100 | ECs1075   |
| 1101 | ECs1076   |
| 1102 | ECs1077   |
| 1103 | ECs1078   |
| 1104 | ECs1079   |
| 1105 | ECs1080   |
| 1106 | ECs1081   |
| 1107 | ECs1082   |
| 1108 | ECs1083   |
| 1109 | ECs1084   |
| 1110 | ECs1085   |
| 1111 | ECs1086   |
| 1112 | ECs1087   |
| 1113 | ileZ1     |
| 1114 | argN1     |
| 1115 | argO1     |
| 1116 | ECs1088   |
| 1117 | ECs1089   |
| 1118 | ECs1090   |
| 1119 | ECs1091   |
| 1120 | ECs1093   |
| 1121 | ECs1092   |
| 1122 | ECs1094   |
| 1123 | ECs1095   |
| 1124 | ECs1096   |
| 1125 | ECs1098   |
| 1126 | ECs1097   |
| 1127 | ECs1099   |
| 1128 | ECs1100   |
| 1129 | ECs1101   |
| 1130 | ECs1102   |
| 1131 | ECs1103   |
| 1132 | ECs1104   |
| 1133 | ECs1105   |
| 1134 | ECs1106   |
| 1135 | ECs1107   |
| 1136 | ECs1108   |
| 1137 | ECs1109   |
| 1138 | ECs1110   |
| 1139 | ECs1111   |
| 1140 | ECs1112   |
| 1141 | ECs1113   |
| 1142 | ECs1114   |
| 1143 | ECs1115   |
| 1144 | ECs1116   |
| 1145 | ECs1117   |
| 1146 | ECs1118   |
| 1147 | ECs1119   |
| 1148 | ECs1120   |
| 1149 | ECs1121   |
| 1150 | ECs1122   |
| 1151 | ECs1123   |
| 1152 | ECs1124   |
| 1153 | ECs1126   |
| 1154 | ECs1125   |
| 1155 | ECs1127   |
| 1156 | serT      |
| 1157 | ECs1128   |
| 1158 | ECs1129   |
| 1159 | ECs1130   |
| 1160 | ECs1131   |
| 1161 | ECs1132   |
| 1162 | ECs1133   |
| 1163 | ECs1134   |
| 1164 | ECs1135   |
| 1165 | ECs1136   |
| 1166 | ECs1137   |
| 1167 | ECs1138   |
| 1168 | ECs1139   |
| 1169 | ECs1140   |
| 1170 | ECs1141   |
| 1171 | ECs1142   |
| 1172 | ECs1143   |
| 1173 | ECs1144   |
| 1174 | ECs1145   |
| 1175 | ECs1146   |
| 1176 | ECs1147   |
| 1177 | ECs1148   |
| 1178 | ECs1149   |
| 1179 | ECs1150   |
| 1180 | ECs1151   |
| 1181 | ECs1152   |
| 1182 | ECs1153   |
| 1183 | ECs1154   |
| 1184 | ECs1155   |
| 1185 | ECs1156   |
| 1186 | ECs1157   |
| 1187 | ECs1158   |
| 1188 | ECs1159   |
| 1189 | ECs1160   |
| 1190 | ECs1161   |
| 1191 | ECs1162   |
| 1192 | ECs1163   |
| 1193 | ECs1164   |
| 1194 | ECs1165   |
| 1195 | ECs1166   |
| 1196 | ECs1167   |
| 1197 | ECs1168   |
| 1198 | ECs1169   |
| 1199 | ECs1170   |
| 1200 | ECs1171   |
| 1201 | ECs1172   |
| 1202 | ECs1173   |
| 1203 | ECs1174   |
| 1204 | ECs1175   |
| 1205 | ECs1176   |
| 1206 | ECs1177   |
| 1207 | ECs1178   |
| 1208 | ECs1179   |
| 1209 | ECs1180   |
| 1210 | ECs1181   |
| 1211 | ECs1182   |
| 1212 | ECs1183   |
| 1213 | ECs1184   |
| 1214 | ECs1185   |
| 1215 | ECs1186   |
| 1216 | ECs1187   |
| 1217 | ECs1188   |
| 1218 | ECs1189   |
| 1219 | ECs1190   |
| 1220 | ECs1191   |
| 1221 | ECs1192   |
| 1222 | ECs1193   |
| 1223 | ECs1194   |
| 1224 | ECs1195   |
| 1225 | ECs1196   |
| 1226 | ECs1197   |
| 1227 | ECs1198   |
| 1228 | ECs1199   |
| 1229 | ECs1200   |
| 1230 | ECs1201   |
| 1231 | ECs1202   |
| 1232 | ECs1203   |
| 1233 | ECs1204   |
| 1234 | ileZ2     |
| 1235 | argN2     |
| 1236 | argO2     |
| 1237 | ECs1205   |
| 1238 | ECs1206   |
| 1239 | ECs1207   |
| 1240 | ECs1208   |
| 1241 | ECs1209   |
| 1242 | ECs1210   |
| 1243 | ECs1211   |
| 1244 | ECs1212   |
| 1245 | ECs1213   |
| 1246 | ECs1214   |
| 1247 | ECs1215   |
| 1248 | ECs1216   |
| 1249 | ECs1217   |
| 1250 | ECs1218   |
| 1251 | ECs1219   |
| 1252 | ECs1220   |
| 1253 | ECs1221   |
| 1254 | ECs1222   |
| 1255 | ECs1223   |
| 1256 | ECs1224   |
| 1257 | ECs1225   |
| 1258 | ECs1226   |
| 1259 | ECs1227   |
| 1260 | ECs1228   |
| 1261 | ECs1229   |
| 1262 | ECs1230   |
| 1263 | ECs1231   |
| 1264 | ECs1232   |
| 1265 | ECs1233   |
| 1266 | ECs1234   |
| 1267 | ECs1235   |
| 1268 | ECs1236   |
| 1269 | ECs1237   |
| 1270 | ECs1238   |
| 1271 | ECs1239   |
| 1272 | ECs1240   |
| 1273 | ECs1241   |
| 1274 | ECs1242   |
| 1275 | ECs1243   |
| 1276 | ECs1244   |
| 1277 | ECs1245   |
| 1278 | ECs1246   |
| 1279 | ECs1247   |
| 1280 | ECs1248   |
| 1281 | ECs1249   |
| 1282 | ECs1250   |
| 1283 | ECs1251   |
| 1284 | ECs1252   |
| 1285 | ECs1253   |
| 1286 | ECs1254   |
| 1287 | ECs1255   |
| 1288 | ECs1256   |
| 1289 | ECs1257   |
| 1290 | ECs1258   |
| 1291 | ECs1259   |
| 1292 | ECs1260   |
| 1293 | ECs1261   |
| 1294 | ECs1262   |
| 1295 | ECs1263   |
| 1296 | ECs1264   |
| 1297 | ECs1265   |
| 1298 | ECs1266   |
| 1299 | ECs1267   |
| 1300 | ECs1268   |
| 1301 | ECs1269   |
| 1302 | ECs1270   |
| 1303 | ECs1271   |
| 1304 | ECs1272   |
| 1305 | ECs1273   |
| 1306 | ECs1274   |
| 1307 | ECs1275   |
| 1308 | ECs1276   |
| 1309 | ECs1277   |
| 1310 | ECs1278   |
| 1311 | ECs1279   |
| 1312 | ECs1280   |
| 1313 | ECs1281   |
| 1314 | ECs1282   |
| 1315 | ECs1283   |
| 1316 | ECs1284   |
| 1317 | ECs1285   |
| 1318 | ECs1286   |
| 1319 | ECs1287   |
| 1320 | ECs1288   |
| 1321 | ECs1289   |
| 1322 | ECs1290   |
| 1323 | ECs1291   |
| 1324 | ECs1292   |
| 1325 | ECs1293   |
| 1326 | ECs1294   |
| 1327 | ECs1295   |
| 1328 | ECs1296   |
| 1329 | ECs1297   |
| 1330 | ECs1298   |
| 1331 | ECs1299   |
| 1332 | ECs1300   |
| 1333 | ECs1301   |
| 1334 | ECs1302   |
| 1335 | ECs1303   |
| 1336 | ECs1304   |
| 1337 | ECs1305   |
| 1338 | ECs1306   |
| 1339 | ECs1307   |
| 1340 | ECs1308   |
| 1341 | ECs1309   |
| 1342 | ECs1310   |
| 1343 | ECs1311   |
| 1344 | ECs1312   |
| 1345 | ECs1313   |
| 1346 | ECs1314   |
| 1347 | ECs1315   |
| 1348 | ECs1316   |
| 1349 | ECs1317   |
| 1350 | ECs1318   |
| 1351 | ECs1319   |
| 1352 | ECs1320   |
| 1353 | ECs1321   |
| 1354 | ECs1322   |
| 1355 | ECs1323   |
| 1356 | ECs1324   |
| 1357 | ECs1325   |
| 1358 | ECs1326   |
| 1359 | ECs1327   |
| 1360 | ECs1328   |
| 1361 | ECs1329   |
| 1362 | ECs1330   |
| 1363 | ECs1331   |
| 1364 | ECs1332   |
| 1365 | ECs1333   |
| 1366 | ECs1334   |
| 1367 | ECs1335   |
| 1368 | ECs1336   |
| 1369 | ECs1337   |
| 1370 | ECs1338   |
| 1371 | ECs1339   |
| 1372 | ECs1340   |
| 1373 | ECs1341   |
| 1374 | ECs1342   |
| 1375 | ECs1343   |
| 1376 | ECs1344   |
| 1377 | ECs1345   |
| 1378 | ECs1346   |
| 1379 | ECs1347   |
| 1380 | ECs1348   |
| 1381 | ECs1349   |
| 1382 | ECs1350   |
| 1383 | ECs1351   |
| 1384 | ECs1352   |
| 1385 | ECs1353   |
| 1386 | ECs1354   |
| 1387 | ECs1355   |
| 1388 | ECs1356   |
| 1389 | ECs1357   |
| 1390 | ECs1358   |
| 1391 | ECs1359   |
| 1392 | ECs1360   |
| 1393 | ECs1361   |
| 1394 | ECs1362   |
| 1395 | ECs1363   |
| 1396 | ECs1364   |
| 1397 | ECs1365   |
| 1398 | ECs1366   |
| 1399 | ECs1367   |
| 1400 | ECs1368   |
| 1401 | ECs1369   |
| 1402 | ECs1370   |
| 1403 | ECs1371   |
| 1404 | ECs1372   |
| 1405 | ECs1373   |
| 1406 | ECs1374   |
| 1407 | ECs1375   |
| 1408 | ECs1376   |
| 1409 | ECs1377   |
| 1410 | ECs1378   |
| 1411 | ECs1379   |
| 1412 | ECs1380   |
| 1413 | ECs1381   |
| 1414 | ECs1382   |
| 1415 | ECs1383   |
| 1416 | ECs1384   |
| 1417 | ECs1385   |
| 1418 | ECs1386   |
| 1419 | ECs1387   |
| 1420 | ECs1388   |
| 1421 | ECs1389   |
| 1422 | ECs1390   |
| 1423 | ECs1391   |
| 1424 | ECs1392   |
| 1425 | ECs1393   |
| 1426 | ECs1394   |
| 1427 | ECs1395   |
| 1428 | ECs1396   |
| 1429 | ECs1397   |
| 1430 | ECs1398   |
| 1431 | ECs1399   |
| 1432 | ECs1400   |
| 1433 | ECs1401   |
| 1434 | ECs1402   |
| 1435 | ECs1403   |
| 1436 | ECs1404   |
| 1437 | ECs1405   |
| 1438 | ECs1406   |
| 1439 | ECs1407   |
| 1440 | ECs1408   |
| 1441 | ECs1409   |
| 1442 | serX      |
| 1443 | ECs1410   |
| 1444 | ECs1411   |
| 1445 | ECs1412   |
| 1446 | ECs1413   |
| 1447 | ECs1414   |
| 1448 | ECs1415   |
| 1449 | ECs1416   |
| 1450 | ECs1417   |
| 1451 | ECs1418   |
| 1452 | ECs1419   |
| 1453 | ECs1420   |
| 1454 | ECs1421   |
| 1455 | ECs1422   |
| 1456 | ECs1423   |
| 1457 | ECs1424   |
| 1458 | ECs1425   |
| 1459 | ECs1426   |
| 1460 | ECs1427   |
| 1461 | ECs1428   |
| 1462 | ECs1429   |
| 1463 | ECs1430   |
| 1464 | ECs1431   |
| 1465 | ECs1432   |
| 1466 | ECs1433   |
| 1467 | ECs1434   |
| 1468 | ECs1435   |
| 1469 | ECs1436   |
| 1470 | ECs1437   |
| 1471 | ECs1438   |
| 1472 | ECs1439   |
| 1473 | ECs1440   |
| 1474 | ECs1441   |
| 1475 | ECs1442   |
| 1476 | ECs1443   |
| 1477 | ECs1444   |
| 1478 | ECs1445   |
| 1479 | ECs1446   |
| 1480 | ECs1447   |
| 1481 | ECs1448   |
| 1482 | ECs1449   |
| 1483 | ECs1450   |
| 1484 | ECs1451   |
| 1485 | ECs1452   |
| 1486 | ECs1453   |
| 1487 | ECs1454   |
| 1488 | ECs1455   |
| 1489 | ECs1456   |
| 1490 | ECs1457   |
| 1491 | ECs1458   |
| 1492 | ECs1459   |
| 1493 | ECs1460   |
| 1494 | ECs1461   |
| 1495 | ECs1462   |
| 1496 | ECs1463   |
| 1497 | ECs1464   |
| 1498 | ECs1465   |
| 1499 | ECs1466   |
| 1500 | ECs1467   |
| 1501 | ECs1468   |
| 1502 | ECs1469   |
| 1503 | ECs1470   |
| 1504 | ECs1471   |
| 1505 | ECs1472   |
| 1506 | ECs1473   |
| 1507 | ECs1474   |
| 1508 | ECs1475   |
| 1509 | ECs1476   |
| 1510 | ECs1477   |
| 1511 | ECs1478   |
| 1512 | ECs1479   |
| 1513 | ECs1480   |
| 1514 | ECs1481   |
| 1515 | ECs1482   |
| 1516 | ECs1483   |
| 1517 | ECs1484   |
| 1518 | ECs1485   |
| 1519 | ECs1486   |
| 1520 | ECs1487   |
| 1521 | ECs1488   |
| 1522 | ECs1489   |
| 1523 | ECs1490   |
| 1524 | ECs1491   |
| 1525 | ECs1492   |
| 1526 | ECs1493   |
| 1527 | ECs1494   |
| 1528 | ECs1495   |
| 1529 | ECs1496   |
| 1530 | ECs1497   |
| 1531 | ECs1498   |
| 1532 | ECs1499   |
| 1533 | ECs1500   |
| 1534 | ECs1501   |
| 1535 | ECs1502   |
| 1536 | ECs1503   |
| 1537 | ECs1504   |
| 1538 | ECs1505   |
| 1539 | ECs1506   |
| 1540 | ECs1507   |
| 1541 | ECs1508   |
| 1542 | ECs1509   |
| 1543 | ECs1510   |
| 1544 | ECs1511   |
| 1545 | ECs1512   |
| 1546 | ECs1513   |
| 1547 | ECs1514   |
| 1548 | ECs1515   |
| 1549 | ECs1516   |
| 1550 | ECs1517   |
| 1551 | ECs1518   |
| 1552 | ECs1519   |
| 1553 | ECs1520   |
| 1554 | ECs1521   |
| 1555 | ECs1522   |
| 1556 | ECs1523   |
| 1557 | ECs1524   |
| 1558 | ECs1526   |
| 1559 | ECs1525   |
| 1560 | ECs1527   |
| 1561 | ECs1528   |
| 1562 | ECs1529   |
| 1563 | ECs1530   |
| 1564 | ECs1531   |
| 1565 | ECs1532   |
| 1566 | ECs1533   |
| 1567 | ECs1534   |
| 1568 | ECs1535   |
| 1569 | ECs1536   |
| 1570 | ECs1537   |
| 1571 | ECs1538   |
| 1572 | ECs1539   |
| 1573 | ECs1540   |
| 1574 | ECs1541   |
| 1575 | ECs1542   |
| 1576 | ECs1543   |
| 1577 | ECs1544   |
| 1578 | ECs1545   |
| 1579 | ECs1546   |
| 1580 | ECs1547   |
| 1581 | ECs1548   |
| 1582 | ECs1549   |
| 1583 | ECs1550   |
| 1584 | ECs1551   |
| 1585 | ECs1552   |
| 1586 | ECs1553   |
| 1587 | ECs1554   |
| 1588 | ECs1555   |
| 1589 | ECs1556   |
| 1590 | ECs1557   |
| 1591 | ECs1558   |
| 1592 | ECs1559   |
| 1593 | ECs1560   |
| 1594 | ECs1561   |
| 1595 | ECs1562   |
| 1596 | ECs1563   |
| 1597 | ECs1564   |
| 1598 | ECs1565   |
| 1599 | ECs1566   |
| 1600 | ECs1567   |
| 1601 | ECs1568   |
| 1602 | ECs1569   |
| 1603 | ECs1570   |
| 1604 | ECs1571   |
| 1605 | ECs1572   |
| 1606 | ECs1573   |
| 1607 | ECs1574   |
| 1608 | ECs1575   |
| 1609 | ECs1576   |
| 1610 | ECs1577   |
| 1611 | ECs1578   |
| 1612 | ECs1579   |
| 1613 | ECs1580   |
| 1614 | ECs1581   |
| 1615 | ECs1582   |
| 1616 | ECs1583   |
| 1617 | ECs1584   |
| 1618 | ECs1585   |
| 1619 | ECs1586   |
| 1620 | ECs1587   |
| 1621 | ECs1588   |
| 1622 | ECs1589   |
| 1623 | ECs1590   |
| 1624 | ECs1591   |
| 1625 | ECs1592   |
| 1626 | ECs1593   |
| 1627 | ECs1594   |
| 1628 | ECs1595   |
| 1629 | ECs1596   |
| 1630 | ECs1597   |
| 1631 | ECs1598   |
| 1632 | ECs1599   |
| 1633 | ECs1600   |
| 1634 | ECs1601   |
| 1635 | ECs1602   |
| 1636 | ECs1603   |
| 1637 | ECs1604   |
| 1638 | ECs1605   |
| 1639 | ECs1606   |
| 1640 | ECs1607   |
| 1641 | ECs1608   |
| 1642 | ECs1609   |
| 1643 | ECs1610   |
| 1644 | ECs1611   |
| 1645 | ECs1612   |
| 1646 | ECs1613   |
| 1647 | ECs1614   |
| 1648 | ECs1615   |
| 1649 | ECs1616   |
| 1650 | ECs1617   |
| 1651 | ECs1618   |
| 1652 | ECs1619   |
| 1653 | ECs1620   |
| 1654 | ECs1621   |
| 1655 | ECs1622   |
| 1656 | ECs1623   |
| 1657 | ECs1624   |
| 1658 | ECs1625   |
| 1659 | ECs1626   |
| 1660 | ECs1627   |
| 1661 | ECs1628   |
| 1662 | ECs1629   |
| 1663 | ECs1630   |
| 1664 | ECs1631   |
| 1665 | ECs1632   |
| 1666 | ECs1633   |
| 1667 | ECs1634   |
| 1668 | ECs1635   |
| 1669 | ECs1636   |
| 1670 | ECs1637   |
| 1671 | ECs1638   |
| 1672 | ECs1639   |
| 1673 | ECs1640   |
| 1674 | ECs1641   |
| 1675 | ECs1642   |
| 1676 | ECs1643   |
| 1677 | ECs1644   |
| 1678 | ECs1645   |
| 1679 | ECs1646   |
| 1680 | ECs1647   |
| 1681 | ECs1648   |
| 1682 | ECs1649   |
| 1683 | ECs1650   |
| 1684 | ECs1651   |
| 1685 | ECs1652   |
| 1686 | ECs1653   |
| 1687 | ECs1654   |
| 1688 | ECs1655   |
| 1689 | ECs1656   |
| 1690 | ECs1657   |
| 1691 | ECs1658   |
| 1692 | ECs1659   |
| 1693 | ECs1660   |
| 1694 | ECs1661   |
| 1695 | ECs1662   |
| 1696 | ECs1663   |
| 1697 | ECs1664   |
| 1698 | ECs1665   |
| 1699 | ECs1666   |
| 1700 | ECs1667   |
| 1701 | ECs1668   |
| 1702 | ECs1669   |
| 1703 | ECs1670   |
| 1704 | ECs1671   |
| 1705 | ECs1672   |
| 1706 | ECs1673   |
| 1707 | ECs1674   |
| 1708 | ECs1675   |
| 1709 | ECs1676   |
| 1710 | ECs1677   |
| 1711 | ECs1678   |
| 1712 | ECs1679   |
| 1713 | ECs1680   |
| 1714 | ECs1681   |
| 1715 | ECs1682   |
| 1716 | ECs1683   |
| 1717 | ECs1684   |
| 1718 | ECs1685   |
| 1719 | ECs1686   |
| 1720 | ECs1688   |
| 1721 | ECs1687   |
| 1722 | ECs1689   |
| 1723 | ECs1690   |
| 1724 | ECs1691   |
| 1725 | ECs1692   |
| 1726 | ECs1693   |
| 1727 | ECs1694   |
| 1728 | ECs1695   |
| 1729 | ECs1696   |
| 1730 | ECs1697   |
| 1731 | ECs1698   |
| 1732 | ECs1699   |
| 1733 | ECs1700   |
| 1734 | ECs1701   |
| 1735 | ECs1702   |
| 1736 | ECs1703   |
| 1737 | ECs1704   |
| 1738 | ECs1705   |
| 1739 | ECs1706   |
| 1740 | ECs1707   |
| 1741 | ECs1708   |
| 1742 | ECs1709   |
| 1743 | ECs1710   |
| 1744 | ECs1711   |
| 1745 | ECs1712   |
| 1746 | ECs1713   |
| 1747 | ECs1714   |
| 1748 | ECs1715   |
| 1749 | ECs1716   |
| 1750 | ECs1717   |
| 1751 | ECs1718   |
| 1752 | ECs1719   |
| 1753 | ECs1720   |
| 1754 | ECs1721   |
| 1755 | ECs1722   |
| 1756 | ECs1723   |
| 1757 | ECs1724   |
| 1758 | ECs1725   |
| 1759 | ECs1726   |
| 1760 | ECs1727   |
| 1761 | ECs1728   |
| 1762 | ECs1729   |
| 1763 | ECs1730   |
| 1764 | ECs1731   |
| 1765 | ECs1732   |
| 1766 | ECs1733   |
| 1767 | tyrV      |
| 1768 | tyrT      |
| 1769 | ECs1734   |
| 1770 | ECs1735   |
| 1771 | ECs1736   |
| 1772 | ECs1737   |
| 1773 | ECs1738   |
| 1774 | ECs1739   |
| 1775 | ECs1740   |
| 1776 | ECs1741   |
| 1777 | ECs1742   |
| 1778 | ECs1743   |
| 1779 | ECs1744   |
| 1780 | ECs1745   |
| 1781 | ECs1746   |
| 1782 | ECs1747   |
| 1783 | ECs1748   |
| 1784 | ECs1749   |
| 1785 | ECs1750   |
| 1786 | ECs1751   |
| 1787 | ECs1752   |
| 1788 | ECs1753   |
| 1789 | ECs1754   |
| 1790 | ECs1755   |
| 1791 | ECs1756   |
| 1792 | ECs1757   |
| 1793 | ECs1758   |
| 1794 | ECs1759   |
| 1795 | ECs1760   |
| 1796 | ECs1761   |
| 1797 | dicF4     |
| 1798 | ECs1762   |
| 1799 | ECs1763   |
| 1800 | ECs1764   |
| 1801 | ECs1765   |
| 1802 | ECs1766   |
| 1803 | ECs1767   |
| 1804 | ECs1768   |
| 1805 | ECs1769   |
| 1806 | ECs1770   |
| 1807 | ECs1771   |
| 1808 | ECs1772   |
| 1809 | ECs1773   |
| 1810 | ECs1774   |
| 1811 | ECs1775   |
| 1812 | ECs1776   |
| 1813 | ECs1777   |
| 1814 | ECs1778   |
| 1815 | ECs1779   |
| 1816 | ECs1780   |
| 1817 | ileZ3     |
| 1818 | argO3     |
| 1819 | ECs1781   |
| 1820 | ECs1782   |
| 1821 | ECs1783   |
| 1822 | ECs1784   |
| 1823 | ECs1785   |
| 1824 | ECs1786   |
| 1825 | ECs1787   |
| 1826 | ECs1788   |
| 1827 | ECs1789   |
| 1828 | ECs1790   |
| 1829 | ECs1791   |
| 1830 | ECs1792   |
| 1831 | ECs1793   |
| 1832 | ECs1794   |
| 1833 | ECs1795   |
| 1834 | ECs1796   |
| 1835 | ECs1797   |
| 1836 | ECs1798   |
| 1837 | ECs1799   |
| 1838 | ECs1800   |
| 1839 | ECs1801   |
| 1840 | ECs1802   |
| 1841 | ECs1803   |
| 1842 | ECs1804   |
| 1843 | ECs1805   |
| 1844 | ECs1806   |
| 1845 | ECs1807   |
| 1846 | ECs1808   |
| 1847 | ECs1809   |
| 1848 | ECs1810   |
| 1849 | ECs1811   |
| 1850 | ECs1812   |
| 1851 | ECs1813   |
| 1852 | ECs1814   |
| 1853 | ECs1815   |
| 1854 | ECs1816   |
| 1855 | ECs1817   |
| 1856 | ECs1818   |
| 1857 | ECs1819   |
| 1858 | ECs1820   |
| 1859 | ECs1821   |
| 1860 | ECs1822   |
| 1861 | ECs1823   |
| 1862 | ECs1824   |
| 1863 | ECs1825   |
| 1864 | ECs1826   |
| 1865 | ECs1827   |
| 1866 | ECs1828   |
| 1867 | ECs1829   |
| 1868 | ECs1830   |
| 1869 | ECs1831   |
| 1870 | ECs1832   |
| 1871 | ECs1833   |
| 1872 | ECs1834   |
| 1873 | ECs1835   |
| 1874 | ECs1836   |
| 1875 | ECs1837   |
| 1876 | ECs1838   |
| 1877 | ECs1839   |
| 1878 | ECs1840   |
| 1879 | ECs1841   |
| 1880 | ECs1842   |
| 1881 | ECs1843   |
| 1882 | ECs1844   |
| 1883 | ECs1845   |
| 1884 | ECs1846   |
| 1885 | ECs1847   |
| 1886 | ECs1848   |
| 1887 | ECs1849   |
| 1888 | ECs1850   |
| 1889 | ECs1851   |
| 1890 | ECs1852   |
| 1891 | ECs1853   |
| 1892 | ECs1854   |
| 1893 | ECs1855   |
| 1894 | ECs1856   |
| 1895 | ECs1857   |
| 1896 | ECs1858   |
| 1897 | ECs1859   |
| 1898 | ECs1860   |
| 1899 | ECs1861   |
| 1900 | ECs1862   |
| 1901 | ECs1863   |
| 1902 | ECs1864   |
| 1903 | ECs1865   |
| 1904 | ECs1866   |
| 1905 | ECs1867   |
| 1906 | ECs1868   |
| 1907 | ECs1869   |
| 1908 | ECs1870   |
| 1909 | ECs1871   |
| 1910 | ECs1872   |
| 1911 | ECs1873   |
| 1912 | ECs1874   |
| 1913 | ECs1875   |
| 1914 | ECs1876   |
| 1915 | ECs1877   |
| 1916 | ECs1878   |
| 1917 | ECs1879   |
| 1918 | ECs1880   |
| 1919 | ECs1881   |
| 1920 | ECs1882   |
| 1921 | ECs1883   |
| 1922 | ECs1884   |
| 1923 | ECs1885   |
| 1924 | ECs1886   |
| 1925 | ECs1887   |
| 1926 | ECs1888   |
| 1927 | ECs1889   |
| 1928 | ECs1890   |
| 1929 | ECs1891   |
| 1930 | ECs1892   |
| 1931 | ECs1893   |
| 1932 | ECs1894   |
| 1933 | ECs1895   |
| 1934 | ECs1896   |
| 1935 | ECs1897   |
| 1936 | ECs1898   |
| 1937 | ECs1899   |
| 1938 | ECs1900   |
| 1939 | ECs1901   |
| 1940 | ECs1902   |
| 1941 | ECs1903   |
| 1942 | ECs1904   |
| 1943 | ECs1905   |
| 1944 | ECs1906   |
| 1945 | ECs1907   |
| 1946 | ECs1908   |
| 1947 | ECs1909   |
| 1948 | ECs1910   |
| 1949 | ECs1911   |
| 1950 | ECs1912   |
| 1951 | ECs1913   |
| 1952 | ECs1914   |
| 1953 | ECs1915   |
| 1954 | ECs1916   |
| 1955 | ECs1917   |
| 1956 | ECs1918   |
| 1957 | ECs1919   |
| 1958 | ECs1920   |
| 1959 | ECs1921   |
| 1960 | ECs1922   |
| 1961 | ECs1923   |
| 1962 | ECs1924   |
| 1963 | ECs1925   |
| 1964 | ECs1926   |
| 1965 | ECs1927   |
| 1966 | ECs1928   |
| 1967 | ECs1929   |
| 1968 | ECs1930   |
| 1969 | ECs1931   |
| 1970 | ECs1932   |
| 1971 | ECs1933   |
| 1972 | ECs1934   |
| 1973 | ECs1935   |
| 1974 | ECs1936   |
| 1975 | ECs1937   |
| 1976 | ECs1939   |
| 1977 | ECs1938   |
| 1978 | ECs1940   |
| 1979 | ECs1941   |
| 1980 | ECs1942   |
| 1981 | ECs1943   |
| 1982 | ECs1944   |
| 1983 | ECs1945   |
| 1984 | ECs1946   |
| 1985 | ECs1947   |
| 1986 | ECs1948   |
| 1987 | ECs1949   |
| 1988 | ECs1950   |
| 1989 | ECs1951   |
| 1990 | ECs1952   |
| 1991 | ECs1953   |
| 1992 | ECs1954   |
| 1993 | ECs1955   |
| 1994 | ECs1956   |
| 1995 | ECs1957   |
| 1996 | ECs1958   |
| 1997 | ileZ4     |
| 1998 | tRNA25    |
| 1999 | argO4     |
| 2000 | ECs1959   |
| 2001 | ECs1960   |
| 2002 | ECs1961   |
| 2003 | ECs1962   |
| 2004 | ECs1963   |
| 2005 | ECs1964   |
| 2006 | ECs1965   |
| 2007 | ECs1966   |
| 2008 | ECs1967   |
| 2009 | ECs1968   |
| 2010 | ECs1969   |
| 2011 | ECs1970   |
| 2012 | ECs1971   |
| 2013 | ECs1972   |
| 2014 | ECs1973   |
| 2015 | ECs1974   |
| 2016 | ECs1975   |
| 2017 | ECs1976   |
| 2018 | ECs1977   |
| 2019 | ECs1978   |
| 2020 | ECs1979   |
| 2021 | ECs1980   |
| 2022 | ECs1981   |
| 2023 | ECs1982   |
| 2024 | ECs1983   |
| 2025 | ECs1984   |
| 2026 | ECs1985   |
| 2027 | ECs1986   |
| 2028 | ECs1987   |
| 2029 | ECs1988   |
| 2030 | ECs1989   |
| 2031 | ECs1990   |
| 2032 | ECs1991   |
| 2033 | ECs1992   |
| 2034 | ECs1993   |
| 2035 | ECs1994   |
| 2036 | ECs1995   |
| 2037 | ECs1996   |
| 2038 | ECs1997   |
| 2039 | ECs1998   |
| 2040 | ECs1999   |
| 2041 | ECs2000   |
| 2042 | ECs2001   |
| 2043 | ECs2002   |
| 2044 | ECs2003   |
| 2045 | ECs2004   |
| 2046 | ECs2005   |
| 2047 | ECs2006   |
| 2048 | ECs2007   |
| 2049 | ECs2008   |
| 2050 | ECs2009   |
| 2051 | ECs2010   |
| 2052 | ECs2011   |
| 2053 | ECs2012   |
| 2054 | ECs2013   |
| 2055 | ECs2014   |
